model,feature_matrix,accuracy,precision,recall,f1_score
KNN,word_1_100,0.904,0.88489209,0.9389313,0.91111111
KNN,word_2_100,0.888,0.84563758,0.96183206,0.9
KNN,word_3_100,0.844,0.94230769,0.7480916,0.83404255
KNN,word_1_500,0.932,0.91304348,0.96183206,0.93680297
KNN,word_2_500,0.808,0.74269006,0.96946565,0.8410596
KNN,word_3_500,0.856,0.92792793,0.78625954,0.85123967
KNN,word_1_1000,0.916,0.86184211,1.0,0.92579506
KNN,word_2_1000,0.78,0.71111111,0.97709924,0.82315113
KNN,word_3_1000,0.832,0.8677686,0.80152672,0.83333334
KNN,word_1_2000,0.84,0.76608187,1.0,0.86754967
KNN,word_2_2000,0.724,0.65656566,0.99236641,0.79027356
KNN,word_3_2000,0.82,0.85245902,0.79389313,0.82213439
KNN,word_1_3000,0.812,0.73595506,1.0,0.84789644
KNN,word_2_3000,0.672,0.61611374,0.99236641,0.76023391
KNN,word_3_3000,0.808,0.82677165,0.80152672,0.81395349
KNN,word_1_4000,0.8,0.72375691,1.0,0.83974359
KNN,word_2_4000,0.676,0.61792453,1.0,0.7638484
KNN,word_3_4000,0.856,0.86821705,0.85496183,0.86153846
KNN,word_1_5000,0.788,0.71195652,1.0,0.83174603
KNN,word_2_5000,0.676,0.61792453,1.0,0.7638484
KNN,word_3_5000,0.856,0.87401575,0.84732824,0.86046512
KNN,word_1_6000,0.792,0.71584699,1.0,0.8343949
KNN,word_2_6000,0.652,0.60091743,1.0,0.75071633
KNN,word_3_6000,0.812,0.79166667,0.87022901,0.82909091
KNN,word_1_7000,0.792,0.71584699,1.0,0.8343949
KNN,word_2_7000,0.664,0.60930233,1.0,0.75722544
KNN,word_3_7000,0.808,0.79020979,0.86259542,0.82481752
KNN,word_1_8000,0.792,0.71584699,1.0,0.8343949
KNN,word_2_8000,0.62,0.58108108,0.98473282,0.73087818
KNN,word_3_8000,0.812,0.78378378,0.88549618,0.83154122
KNN,word_1_9000,0.792,0.71584699,1.0,0.8343949
KNN,word_2_9000,0.612,0.57589286,0.98473282,0.72676056
KNN,word_3_9000,0.816,0.7972028,0.87022901,0.83211679
KNN,word_1_10000,0.792,0.71584699,1.0,0.8343949
KNN,word_2_10000,0.62,0.57964602,1.0,0.73389356
KNN,word_3_10000,0.8,0.86486486,0.73282443,0.79338843
Logistic Regression,word_1_100,0.908,0.93548387,0.88549618,0.90980392
Logistic Regression,word_2_100,0.912,0.94308943,0.88549618,0.91338582
Logistic Regression,word_3_100,0.88,0.93162393,0.83206107,0.87903226
Logistic Regression,word_1_500,0.972,0.99206349,0.95419847,0.97276264
Logistic Regression,word_2_500,0.956,0.96875,0.94656489,0.95752896
Logistic Regression,word_3_500,0.912,0.86577181,0.98473282,0.92142857
Logistic Regression,word_1_1000,0.976,0.99212598,0.96183206,0.97674418
Logistic Regression,word_2_1000,0.964,0.96212121,0.96946565,0.96577947
Logistic Regression,word_3_1000,0.92,0.87755102,0.98473282,0.92805755
Logistic Regression,word_1_2000,0.984,0.99224806,0.97709924,0.98461539
Logistic Regression,word_2_2000,0.968,0.96946565,0.96946565,0.96946565
Logistic Regression,word_3_2000,0.928,0.88435374,0.99236641,0.9352518
Logistic Regression,word_1_3000,0.976,0.99212598,0.96183206,0.97674418
Logistic Regression,word_2_3000,0.976,0.96992481,0.98473282,0.97727272
Logistic Regression,word_3_3000,0.928,0.88435374,0.99236641,0.9352518
Logistic Regression,word_1_4000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_4000,0.98,0.97727273,0.98473282,0.98098859
Logistic Regression,word_3_4000,0.932,0.89041096,0.99236641,0.93862816
Logistic Regression,word_1_5000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_5000,0.98,0.97727273,0.98473282,0.98098859
Logistic Regression,word_3_5000,0.932,0.89041096,0.99236641,0.93862816
Logistic Regression,word_1_6000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_6000,0.98,0.97727273,0.98473282,0.98098859
Logistic Regression,word_3_6000,0.936,0.89655172,0.99236641,0.94202898
Logistic Regression,word_1_7000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_7000,0.976,0.98449612,0.96946565,0.97692308
Logistic Regression,word_3_7000,0.936,0.89655172,0.99236641,0.94202898
Logistic Regression,word_1_8000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_8000,0.984,0.98473282,0.98473282,0.98473282
Logistic Regression,word_3_8000,0.936,0.89655172,0.99236641,0.94202898
Logistic Regression,word_1_9000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_9000,0.976,0.98449612,0.96946565,0.97692308
Logistic Regression,word_3_9000,0.94,0.90277778,0.99236641,0.94545455
Logistic Regression,word_1_10000,0.98,0.9921875,0.96946565,0.98069498
Logistic Regression,word_2_10000,0.972,0.97692308,0.96946565,0.97318008
Logistic Regression,word_3_10000,0.944,0.90909091,0.99236641,0.94890511
Multinomial Naive Bayes,word_1_100,0.912,0.95041322,0.8778626,0.91269841
Multinomial Naive Bayes,word_2_100,0.888,0.92561983,0.85496183,0.88888889
Multinomial Naive Bayes,word_3_100,0.868,0.90163934,0.83969466,0.86956522
Multinomial Naive Bayes,word_1_500,0.968,1.0,0.9389313,0.96850394
Multinomial Naive Bayes,word_2_500,0.952,0.976,0.93129771,0.953125
Multinomial Naive Bayes,word_3_500,0.912,0.92913386,0.90076336,0.91472868
Multinomial Naive Bayes,word_1_1000,0.968,1.0,0.9389313,0.96850394
Multinomial Naive Bayes,word_2_1000,0.94,0.97540984,0.90839695,0.94071147
Multinomial Naive Bayes,word_3_1000,0.932,0.95967742,0.90839695,0.93333334
Multinomial Naive Bayes,word_1_2000,0.988,1.0,0.97709924,0.98841699
Multinomial Naive Bayes,word_2_2000,0.96,0.99186992,0.93129771,0.96062992
Multinomial Naive Bayes,word_3_2000,0.948,0.97580645,0.92366412,0.94901961
Multinomial Naive Bayes,word_1_3000,0.984,0.99224806,0.97709924,0.98461539
Multinomial Naive Bayes,word_2_3000,0.96,1.0,0.92366412,0.96031746
Multinomial Naive Bayes,word_3_3000,0.964,0.98412698,0.94656489,0.96498055
Multinomial Naive Bayes,word_1_4000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_4000,0.96,1.0,0.92366412,0.96031746
Multinomial Naive Bayes,word_3_4000,0.956,0.98387097,0.93129771,0.95686275
Multinomial Naive Bayes,word_1_5000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_5000,0.96,1.0,0.92366412,0.96031746
Multinomial Naive Bayes,word_3_5000,0.952,0.98373984,0.92366412,0.95275591
Multinomial Naive Bayes,word_1_6000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_6000,0.964,1.0,0.93129771,0.96442688
Multinomial Naive Bayes,word_3_6000,0.948,0.97580645,0.92366412,0.94901961
Multinomial Naive Bayes,word_1_7000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_7000,0.968,1.0,0.9389313,0.96850394
Multinomial Naive Bayes,word_3_7000,0.944,0.97560976,0.91603053,0.94488189
Multinomial Naive Bayes,word_1_8000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_8000,0.968,1.0,0.9389313,0.96850394
Multinomial Naive Bayes,word_3_8000,0.94,0.97540984,0.90839695,0.94071147
Multinomial Naive Bayes,word_1_9000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_9000,0.968,1.0,0.9389313,0.96850394
Multinomial Naive Bayes,word_3_9000,0.944,0.98347107,0.90839695,0.94444444
Multinomial Naive Bayes,word_1_10000,0.988,0.99230769,0.98473282,0.98850574
Multinomial Naive Bayes,word_2_10000,0.96,0.99186992,0.93129771,0.96062992
Multinomial Naive Bayes,word_3_10000,0.956,0.97619048,0.9389313,0.95719845
Support Vector Machine,word_1_100,0.984,0.98473282,0.98473282,0.98473282
Support Vector Machine,word_2_100,0.952,0.96124031,0.94656489,0.95384616
Support Vector Machine,word_3_100,0.888,0.91869919,0.86259542,0.88976378
Support Vector Machine,word_1_500,0.984,0.98473282,0.98473282,0.98473282
Support Vector Machine,word_2_500,0.984,0.98473282,0.98473282,0.98473282
Support Vector Machine,word_3_500,0.932,0.95967742,0.90839695,0.93333334
Support Vector Machine,word_1_1000,0.992,1.0,0.98473282,0.99230769
Support Vector Machine,word_2_1000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_1000,0.94,0.953125,0.93129771,0.94208494
Support Vector Machine,word_1_2000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_2000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_2000,0.948,0.91549296,0.99236641,0.95238095
Support Vector Machine,word_1_3000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_3000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_3000,0.944,0.93333333,0.96183206,0.94736842
Support Vector Machine,word_1_4000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_4000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_4000,0.944,0.90344828,1.0,0.94927536
Support Vector Machine,word_1_5000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_5000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_5000,0.948,0.90972222,1.0,0.95272727
Support Vector Machine,word_1_6000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_6000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_6000,0.952,0.91608392,1.0,0.95620438
Support Vector Machine,word_1_7000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_7000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_3_7000,0.952,0.92198582,0.99236641,0.95588235
Support Vector Machine,word_1_8000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_8000,0.984,1.0,0.96946565,0.98449612
Support Vector Machine,word_3_8000,0.956,0.92857143,0.99236641,0.95940959
Support Vector Machine,word_1_9000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_9000,0.984,1.0,0.96946565,0.98449612
Support Vector Machine,word_3_9000,0.968,0.94890511,0.99236641,0.97014925
Support Vector Machine,word_1_10000,0.988,0.99230769,0.98473282,0.98850574
Support Vector Machine,word_2_10000,0.984,1.0,0.96946565,0.98449612
Support Vector Machine,word_3_10000,0.98,0.97727273,0.98473282,0.98098859
Decision Tree,word_1_100,0.94,0.93939394,0.94656489,0.94296578
Decision Tree,word_2_100,0.912,0.90977444,0.92366412,0.91666667
Decision Tree,word_3_100,0.888,0.94017094,0.83969466,0.88709678
Decision Tree,word_1_500,0.968,0.94890511,0.99236641,0.97014925
Decision Tree,word_2_500,0.908,0.89130435,0.9389313,0.91449814
Decision Tree,word_3_500,0.912,0.95798319,0.87022901,0.912
Decision Tree,word_1_1000,0.94,0.92647059,0.96183206,0.94382023
Decision Tree,word_2_1000,0.928,0.93129771,0.93129771,0.93129771
Decision Tree,word_3_1000,0.924,0.98275862,0.87022901,0.92307692
Decision Tree,word_1_2000,0.932,0.92537313,0.94656489,0.93584906
Decision Tree,word_2_2000,0.916,0.91044776,0.93129771,0.92075472
Decision Tree,word_3_2000,0.928,0.97478992,0.88549618,0.928
Decision Tree,word_1_3000,0.932,0.91304348,0.96183206,0.93680297
Decision Tree,word_2_3000,0.908,0.90909091,0.91603053,0.91254753
Decision Tree,word_3_3000,0.94,0.97540984,0.90839695,0.94071147
Decision Tree,word_1_4000,0.932,0.91911765,0.95419847,0.93632959
Decision Tree,word_2_4000,0.932,0.93181818,0.9389313,0.93536122
Decision Tree,word_3_4000,0.928,0.88435374,0.99236641,0.9352518
Decision Tree,word_1_5000,0.936,0.93233083,0.94656489,0.93939394
Decision Tree,word_2_5000,0.92,0.91729323,0.93129771,0.92424242
Decision Tree,word_3_5000,0.904,0.86394558,0.96946565,0.91366907
Decision Tree,word_1_6000,0.912,0.89208633,0.94656489,0.91851852
Decision Tree,word_2_6000,0.912,0.89781022,0.9389313,0.91791045
Decision Tree,word_3_6000,0.92,0.88275862,0.97709924,0.92753623
Decision Tree,word_1_7000,0.916,0.89285714,0.95419847,0.92250922
Decision Tree,word_2_7000,0.908,0.89705882,0.93129771,0.91385768
Decision Tree,word_3_7000,0.896,0.84768212,0.97709924,0.90780142
Decision Tree,word_1_8000,0.912,0.89208633,0.94656489,0.91851852
Decision Tree,word_2_8000,0.928,0.93129771,0.93129771,0.93129771
Decision Tree,word_3_8000,0.904,0.8590604,0.97709924,0.91428571
Decision Tree,word_1_9000,0.912,0.89208633,0.94656489,0.91851852
Decision Tree,word_2_9000,0.916,0.91044776,0.93129771,0.92075472
Decision Tree,word_3_9000,0.924,0.88356164,0.98473282,0.93140794
Decision Tree,word_1_10000,0.912,0.89208633,0.94656489,0.91851852
Decision Tree,word_2_10000,0.912,0.90977444,0.92366412,0.91666667
Decision Tree,word_3_10000,0.944,0.968,0.92366412,0.9453125
Random Forest,word_1_100,0.98,0.97727273,0.98473282,0.98098859
Random Forest,word_2_100,0.956,0.94117647,0.97709924,0.9588015
Random Forest,word_3_100,0.9,0.94915254,0.85496183,0.89959839
Random Forest,word_1_500,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_500,0.956,0.94117647,0.97709924,0.9588015
Random Forest,word_3_500,0.936,0.98319328,0.89312977,0.936
Random Forest,word_1_1000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_1000,0.956,0.94117647,0.97709924,0.9588015
Random Forest,word_3_1000,0.936,0.98319328,0.89312977,0.936
Random Forest,word_1_2000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_2000,0.964,0.94852941,0.98473282,0.96629213
Random Forest,word_3_2000,0.968,0.992,0.94656489,0.96875
Random Forest,word_1_3000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_3000,0.968,0.95555556,0.98473282,0.96992481
Random Forest,word_3_3000,0.964,0.9765625,0.95419847,0.96525096
Random Forest,word_1_4000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_4000,0.96,0.94160584,0.98473282,0.96268657
Random Forest,word_3_4000,0.936,0.9020979,0.98473282,0.94160584
Random Forest,word_1_5000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_5000,0.972,0.94927536,1.0,0.97397769
Random Forest,word_3_5000,0.944,0.90344828,1.0,0.94927536
Random Forest,word_1_6000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_6000,0.968,0.95555556,0.98473282,0.96992481
Random Forest,word_3_6000,0.932,0.88513514,1.0,0.9390681
Random Forest,word_1_7000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_7000,0.968,0.95555556,0.98473282,0.96992481
Random Forest,word_3_7000,0.928,0.88435374,0.99236641,0.9352518
Random Forest,word_1_8000,0.984,0.98473282,0.98473282,0.98473282
Random Forest,word_2_8000,0.968,0.94244604,1.0,0.97037037
Random Forest,word_3_8000,0.932,0.88513514,1.0,0.9390681
Random Forest,word_1_9000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_9000,0.972,0.96268657,0.98473282,0.9735849
Random Forest,word_3_9000,0.924,0.87333333,1.0,0.93238434
Random Forest,word_1_10000,0.988,0.99230769,0.98473282,0.98850574
Random Forest,word_2_10000,0.968,0.95555556,0.98473282,0.96992481
Random Forest,word_3_10000,0.98,0.9921875,0.96946565,0.98069498
Multi-layer Perceptron,word_1_100,0.948,0.95384615,0.94656489,0.95019157
Multi-layer Perceptron,word_2_100,0.94,0.92028986,0.96946565,0.94423792
Multi-layer Perceptron,word_3_100,0.876,0.92372881,0.83206107,0.87550201
Multi-layer Perceptron,word_1_500,0.98,0.96323529,1.0,0.98127341
Multi-layer Perceptron,word_2_500,0.964,0.94852941,0.98473282,0.96629213
Multi-layer Perceptron,word_3_500,0.928,0.95934959,0.90076336,0.92913386
Multi-layer Perceptron,word_1_1000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_2_1000,0.968,0.94890511,0.99236641,0.97014925
Multi-layer Perceptron,word_3_1000,0.924,0.9375,0.91603053,0.92664092
Multi-layer Perceptron,word_1_2000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_2_2000,0.98,0.97014925,0.99236641,0.98113207
Multi-layer Perceptron,word_3_2000,0.952,0.95419847,0.95419847,0.95419847
Multi-layer Perceptron,word_1_3000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_3000,0.98,0.97014925,0.99236641,0.98113207
Multi-layer Perceptron,word_3_3000,0.96,0.96183206,0.96183206,0.96183206
Multi-layer Perceptron,word_1_4000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_2_4000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_3_4000,0.956,0.95454545,0.96183206,0.9581749
Multi-layer Perceptron,word_1_5000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_2_5000,0.988,0.97761194,1.0,0.98867925
Multi-layer Perceptron,word_3_5000,0.952,0.91608392,1.0,0.95620438
Multi-layer Perceptron,word_1_6000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_6000,0.988,0.97761194,1.0,0.98867925
Multi-layer Perceptron,word_3_6000,0.96,0.92907801,1.0,0.96323529
Multi-layer Perceptron,word_1_7000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_7000,0.988,0.97761194,1.0,0.98867925
Multi-layer Perceptron,word_3_7000,0.964,0.93571429,1.0,0.96678967
Multi-layer Perceptron,word_1_8000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_8000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_3_8000,0.964,0.93571429,1.0,0.96678967
Multi-layer Perceptron,word_1_9000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_9000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_3_9000,0.972,0.94927536,1.0,0.97397769
Multi-layer Perceptron,word_1_10000,0.996,0.99242424,1.0,0.99619772
Multi-layer Perceptron,word_2_10000,0.992,0.98496241,1.0,0.99242424
Multi-layer Perceptron,word_3_10000,0.984,0.97744361,0.99236641,0.98484848
